Time,Block Height,Hook Load,WOB,Torque,Flow In,Pump Pressure,RPM,ROP,Evento
2013-10-21 15:57:12,55.300189909008694,229.42627933556872,0.0,5.409645406106899,841.3572581461497,2064.3403698500883,108.65194386797502,0.0,Evento 12
2013-10-21 15:57:15,54.593659889257324,229.9525040027022,0.0,5.3628679395542855,842.491010457887,2088.812098589261,109.48719861307598,0.0,Evento 12
2013-10-21 15:57:18,53.9489028576819,230.34084572191895,0.0,5.321680733928895,843.4023903918966,2105.0066212317142,109.6182190949168,0.0,Evento 12
2013-10-21 15:57:21,53.24614674180604,232.49973878952284,0.0,5.283501362783834,844.1709345941599,2138.51202211074,110.35221274297105,0.0,Evento 12
2013-10-21 15:57:24,52.63914399494614,234.35623503248644,0.0,5.246526622506726,844.9208618423914,2183.648823755188,111.75330222316536,0.0,Evento 12
2013-10-21 15:57:27,51.742835881356015,234.4592792286062,0.0,5.212191749670565,845.6707890906231,2228.7856253996356,112.62034482731079,0.0,Evento 12
2013-10-21 15:57:30,51.77110107873559,234.6348017136027,0.0,5.1832619993534905,846.1462640777142,2271.7204636123515,115.16650540148514,0.0,Evento 12
2013-10-21 15:57:33,51.83433717596745,234.69375871244705,0.0,5.160202269839996,846.4251362431232,2317.289391365506,117.29528899159092,0.0,Evento 12
2013-10-21 15:57:36,52.047489327686414,235.21585534297165,0.0,5.138472326209649,846.8407658706235,2335.3236586120065,119.87884718293233,0.0,Evento 12
2013-10-21 15:57:39,52.275428550767586,235.8243473651949,0.0,5.112957158952224,847.8778066392053,2356.397910881584,122.53096886048897,0.0,Evento 12
2013-10-21 15:57:42,52.5217896516473,236.43054084436707,0.0,5.081329548915277,848.8805552957131,2376.793506831555,125.1753486927727,0.0,Evento 12
2013-10-21 15:57:45,52.78911513540631,237.03675012844033,0.0,5.0453361846561675,849.8967295015651,2397.030233794247,127.81972852505639,0.0,Evento 12
2013-10-21 15:57:48,53.07197976372718,237.64305733786296,0.0,5.009583339469975,850.9129037074172,2416.664493158157,130.45911352838533,0.0,Evento 12
2013-10-21 15:57:51,53.35127335370638,238.2517006766064,0.0,4.980441610735179,851.9290779132695,2436.298752522066,133.09762351989224,0.0,Evento 12
2013-10-21 15:57:54,53.624206461383096,238.86021623012388,0.0,4.961554794401109,852.5858338679307,2456.5330451551467,135.73613351139915,0.0,Evento 12
2013-10-21 15:57:57,53.88809586383089,238.68416698416144,0.0,4.955835141430105,853.2425898225922,2462.3733206748902,136.27871682160082,0.0,Evento 12
2013-10-21 15:58:00,54.142006026253355,238.56203260766515,0.0,4.963394763112669,853.2292652172279,2461.9005101080447,136.5831111557844,0.0,Evento 12
2013-10-21 15:58:03,54.38519356040422,238.3844826689457,0.0,4.985113420761132,853.2159406118635,2462.028544253575,137.099846160891,0.0,Evento 12
2013-10-21 15:58:06,54.62090573526116,238.20820346688143,0.0,5.018941822626383,853.3896868323525,2462.70070902755,137.59831799198298,0.0,Evento 12
2013-10-21 15:58:09,54.852884753418586,238.0312554330695,0.0,5.060725879305158,853.5611834441439,2462.993553083816,138.07623448048176,0.0,Evento 12
2013-10-21 15:58:12,55.09829767631637,237.84995309843993,0.0,5.104788824640458,853.7791935998773,2463.286397140081,138.54565248589637,0.0,Evento 12
