Time,Block Height,Flow In,Hook Load,Pump Pressure,ROP,RPM,Torque,WOB,Evento,Pega
2014-10-26 17:00:57,2.708659218043843,502.155241697764,414.5853140829164,1969.919824194802,0.0,0.0,0.6069559990595572,2.236205074769321,Evento 6,0
2014-10-26 17:01:00,2.7086595296327407,502.1367502164132,414.5853140829164,1967.1005305964968,0.0,0.0,0.6365714396302308,2.23842657187672,Evento 6,0
2014-10-26 17:01:03,2.708657917080534,502.0939288076298,414.5853140829164,1964.298104278399,0.0,0.0,0.6814904348997808,2.2362298175147335,Evento 6,0
2014-10-26 17:01:06,2.7089159561679366,502.07268296239465,414.5853140829164,1962.4161013450987,0.0,0.0,0.7086919657438097,2.2352466048396726,Evento 6,0
2014-10-26 17:01:09,2.7087052494131654,502.1000076306418,414.5853140829164,1962.4073303593912,0.0,0.0,0.7605510521542935,2.237369005122725,Evento 6,0
2014-10-26 17:01:12,2.7084946452296457,502.1776761423747,414.5853140829164,1959.6878428676841,0.0,0.0,0.82033810240143,2.239500409103999,Evento 6,0
2014-10-26 17:01:15,2.7084983921952146,502.1838029614044,414.5853140829164,1957.8496466706936,0.0,0.0,0.8869472035416969,2.2460293404461265,Evento 6,0
2014-10-26 17:01:18,2.7085112487180525,502.0719509354976,414.5853140829164,1957.8408756849858,0.0,0.0,0.9794639553851002,2.2485122438654095,Evento 6,0
2014-10-26 17:01:21,2.7085112487341125,502.0705213563827,414.5853140829164,1955.492902087902,0.0,0.0,1.0804541435537383,2.2537442676098562,Evento 6,0
2014-10-26 17:01:24,2.7085097637235327,502.20778720271267,414.5853140829164,1951.3377680894087,0.0,0.0,1.1977256409307777,2.257135588878839,Evento 6,0
2014-10-26 17:01:27,2.708508997758646,502.1939210330076,414.5853140829164,1951.3337199421585,0.0,0.0,1.318550933992154,2.2591077639014108,Evento 6,0
2014-10-26 17:01:30,2.7084949975663224,502.2720264123027,414.5853140829164,1948.5278719757905,0.0,0.0,1.4335197090770286,2.2635184379825355,Evento 6,0
2014-10-26 17:01:33,2.70849874435492,502.33096184255663,414.5853140829164,1948.5211250637076,0.0,0.0,1.5488925749664788,2.2688830734534458,Evento 6,0
2014-10-26 17:01:36,2.708502491143517,502.4440122413991,414.5853140829164,1946.6916998524252,0.0,0.0,1.6556440932513368,2.274247708924356,Evento 6,0
2014-10-26 17:01:39,2.708502491519795,502.6045190193814,414.5853140829164,1945.312727407135,0.0,0.0,1.7698496210705006,2.2736741109849126,Evento 6,0
2014-10-26 17:01:42,2.7085024916864877,502.8178344216133,414.5853140829164,1945.3086792598854,0.0,0.0,1.8755500111735333,2.2711155960250577,Evento 6,0
2014-10-26 17:01:45,2.7084878443538285,502.8943627345214,414.5853140829164,1943.4482182530214,0.0,0.0,1.9726796032201945,2.27579383186262,Evento 6,0
