Time,Block Height,Flow In,Hook Load,Pump Pressure,ROP,RPM,Torque,WOB,Evento,Pega
2014-08-14 13:57:06,70.99215823183185,587.6835114987499,265.5270260081317,2708.4445824924483,0.0,149.64393998590373,4.13467498488757,9.434732518712083,Evento 3,0
2014-08-14 13:57:09,69.85892433962674,577.6077083468887,268.61622558813843,2693.465437341548,0.0,149.0500722986278,4.303113261508037,8.78328331112267,Evento 3,0
2014-08-14 13:57:12,70.99215823183185,587.6835114987499,265.52702600813166,2708.4445824924483,0.0,149.6439399859037,4.13467498488757,9.434732518712083,Evento 3,0
2014-08-14 13:57:15,69.85892433962674,577.6077083468887,268.61622558813843,2693.465437341548,0.0,149.0500722986278,4.303113261508037,8.78328331112267,Evento 3,0
2014-08-14 13:57:18,70.99215823183184,587.6835114987499,265.52702600813166,2708.4445824924483,0.0,149.64393998590373,4.13467498488757,9.434732518712083,Evento 3,0
2014-08-14 13:57:21,72.12539212403695,597.759314650611,262.437826428125,2723.4237276433487,0.0,150.23780767317962,3.966236708267103,10.086181726301497,Evento 3,0
2014-08-14 13:57:24,70.99215823183184,587.6835114987499,265.52702600813166,2708.4445824924483,0.0,149.64393998590373,4.13467498488757,9.434732518712085,Evento 3,0
2014-08-14 13:57:27,72.12539212403695,597.759314650611,262.437826428125,2723.4237276433487,0.0,150.23780767317962,3.966236708267103,10.086181726301497,Evento 3,0
2014-08-14 13:57:30,72.12539212403696,597.7593146506111,262.437826428125,2723.4237276433487,0.0,150.23780767317962,3.9662367082671026,10.086181726301495,Evento 3,0
2014-08-14 13:57:33,70.99215823183185,587.6835114987499,265.52702600813166,2708.4445824924483,0.0,149.6439399859037,4.13467498488757,9.434732518712083,Evento 3,0
2014-08-14 13:57:36,72.12539212403695,597.7593146506111,262.437826428125,2723.4237276433482,0.0,150.23780767317962,3.966236708267103,10.086181726301495,Evento 3,0
2014-08-14 13:57:39,70.99215823183184,587.6835114987499,265.5270260081317,2708.4445824924483,0.0,149.64393998590373,4.13467498488757,9.434732518712083,Evento 3,0
2014-08-14 13:57:42,72.12539212403695,597.7593146506111,262.437826428125,2723.4237276433487,0.0,150.23780767317962,3.966236708267103,10.086181726301497,Evento 3,0
2014-08-14 13:57:45,72.12539212403695,597.759314650611,262.437826428125,2723.4237276433487,0.0,150.23780767317962,3.9662367082671026,10.086181726301497,Evento 3,0
2014-08-14 13:57:48,70.99215823183185,587.6835114987499,265.5270260081317,2708.4445824924483,0.0,149.64393998590373,4.13467498488757,9.434732518712083,Evento 3,0
2014-08-14 13:57:51,72.12539212403695,597.759314650611,262.437826428125,2723.4237276433487,0.0,150.23780767317962,3.966236708267103,10.086181726301495,Evento 3,0
2014-08-14 13:57:54,73.76761258436264,607.9361509127809,264.5563672890545,2773.069082755393,0.0,152.56186675804693,4.1131944316896085,9.889163196350882,Evento 3,0
2014-08-14 13:57:57,74.27938716995578,608.1907122534087,270.2221944952001,2806.1289353928946,0.0,154.1925322962989,4.5366693074312945,9.026557045861631,Evento 3,0
2014-08-14 13:58:00,75.9230531544138,618.9030045412806,271.8621132199963,2864.479769025802,0.0,156.36038078413904,4.629948323557033,8.82953851591102,Evento 3,0
2014-08-14 13:58:03,76.4240794937921,618.8761986089543,277.54003726126246,2899.0922791078387,0.0,157.60186196615712,4.946628779018379,8.072971476390721,Evento 3,0
2014-08-14 13:58:06,78.05348248084314,628.4895990330363,279.57182569486883,2945.851415074585,0.0,160.6910155994601,5.186035611102212,7.9695220119239,Evento 3,0
2014-08-14 13:58:09,79.70075742071205,638.4283658328683,281.65673521407524,2994.470096035123,0.0,163.04574454257764,5.410715895077972,7.758365069024061,Evento 3,0
2014-08-14 13:58:12,80.26970171402498,639.2689036036704,287.3057078079781,3029.6587553439886,0.0,164.44851876358925,5.738455930765149,7.0166320114749,Evento 3,0
2014-08-14 13:58:15,82.04369384161055,649.8860710264372,289.67045723052036,3076.622425738501,0.0,163.382280491981,5.670770931030831,6.805475068575061,Evento 3,0
2014-08-14 13:58:18,82.74226728959908,650.5809257272734,294.7129119430414,3116.9206556812046,0.0,164.12755095434593,5.888946564547983,5.942868918085809,Evento 3,0
2014-08-14 13:58:21,83.46076661935149,649.7480116212554,300.3466148589049,3119.5190674600512,0.0,163.94665123858414,6.139500990936459,5.6038223672781164,Evento 3,0
2014-08-14 13:58:24,85.31609621877105,659.7516658966013,302.4581007013393,3169.161080681849,0.0,165.0527560345643,6.215332138207701,5.409002180082603,Evento 3,0
2014-08-14 13:58:27,86.04660972956164,660.013023215964,307.943096572366,3204.671171232695,0.0,166.67436287932497,6.562962695778469,4.77219685884188,Evento 3,0
2014-08-14 13:58:30,87.92966274836165,671.1343078852299,309.63629029228645,3265.3107840315424,0.0,168.0783358551981,6.689779678266623,4.936186700002568,Evento 3,0
2014-08-14 13:58:33,89.84110638316568,680.7532728089202,311.23524629571455,3289.5650765919186,0.0,169.4823552889932,6.849337085793574,4.982099495887194,Evento 3,0
2014-08-14 13:58:36,90.64670054230972,681.2014517249993,316.30746680913967,3302.4439514671512,0.0,170.2925221512229,7.142149464546885,4.622613890226569,Evento 3,0
2014-08-14 13:58:39,92.60999928809139,691.4354229918321,316.19749151546864,3291.877358527712,0.0,171.69645975982868,7.342572947066442,4.447955167055542,Evento 3,0
2014-08-14 13:58:42,93.4663810446222,691.8673711771673,319.09582866011704,3268.863188021513,0.0,172.50634544260797,7.713317527972873,3.6195262451467416,Evento 3,0
2014-08-14 13:58:45,95.48081971740383,701.2710671633679,319.07964918452535,3283.6966903034713,0.0,173.91010912697234,7.917718585799101,3.4425465308273546,Evento 3,0
