Time,Block Height,Hook Load,WOB,Torque,Flow In,Pump Pressure,RPM,ROP,Evento
2014-01-15 08:57:48,56.80020974675887,261.71741152570155,55.35215049678906,0.9453994555950604,800.0538245698701,2099.3606802932945,59.800571470544966,0.0,Evento 5
2014-01-15 08:57:51,56.666093557572495,259.7376755389146,51.61378438944324,1.0469319470004264,782.5185607113496,2047.1346029632089,61.997485432457005,0.0,Evento 5
2014-01-15 08:57:54,56.62117179600534,261.71741152570155,55.352150496789065,0.9453994555950604,800.0538245698701,2099.320495604465,59.800571470544966,0.0,Evento 5
2014-01-15 08:57:57,56.62117179600534,261.71741152570155,55.35215049678906,0.9453994555950604,800.0538245698701,2099.320495604465,59.80057147054496,0.0,Evento 5
2014-01-15 08:58:00,56.48705560681897,259.7376755389146,51.61378438944324,1.0469319470004261,782.5185607113494,2047.0994413604826,61.997485432457005,0.0,Evento 5
2014-01-15 08:58:03,56.81445512863452,259.6129796555807,53.259796513945034,1.0467192372262475,782.8476380862562,2052.769500954376,62.108671496691464,0.0,Evento 5
2014-01-15 08:58:06,56.68033893944814,257.6332436687938,49.521430406599215,1.1482517286316132,765.3123742277355,2000.5534697964977,64.3055854586035,0.0,Evento 5
2014-01-15 08:58:09,57.00773846126369,257.70241496889486,51.16744253110102,1.1480390188574343,765.6414516026421,2006.2185063042875,64.4162703622136,0.0,Evento 5
2014-01-15 08:58:12,57.00773846126369,257.7024149688948,51.16744253110101,1.1480390188574343,765.6414516026421,2006.2185063042875,64.4162703622136,0.0,Evento 5
2014-01-15 08:58:15,55.9715814531387,256.0648326344964,47.42907642375519,1.2491900194363115,760.2566992561094,1953.5566762547023,66.7008802739523,0.0,Evento 5
2014-01-15 08:58:18,56.29898097495425,256.13400393459744,49.075088548256986,1.2489773096621328,760.585776631016,1959.2166896763883,66.81106401693802,0.0,Evento 5
2014-01-15 08:58:21,55.26282396682923,254.49642160019903,45.33672244091117,1.35012831024101,755.2010242844833,1906.5598827129074,69.0956739286767,0.0,Evento 5
2014-01-15 08:58:24,55.32180538556538,252.39198973007825,43.24436845806714,1.4511848238825698,737.9948378008692,1860.0490727516485,71.40227047295011,0.0,Evento 5
2014-01-15 08:58:27,55.27688362399823,254.5655929003001,46.98273456541297,1.3499156004668311,755.53010165939,1912.2148730484896,69.20535651103808,0.0,Evento 5
2014-01-15 08:58:30,54.24072661587322,252.9280105659017,43.24436845806714,1.4510666010457085,750.1453493128572,1859.5630891711123,71.48996642277676,0.0,Evento 5
2014-01-15 08:58:33,54.25478627304223,252.99718186600276,44.89038058256894,1.4508090106207903,750.4744266877639,1865.2130564205909,71.59914784451375,0.0,Evento 5
2014-01-15 08:58:36,54.25478627304223,252.9971818660027,44.890380582568945,1.4508090106207903,750.4744266877639,1865.2130564205909,71.59914784451375,0.0,Evento 5
2014-01-15 08:58:39,54.299708034609374,251.0174458792158,41.15201447522312,1.5523415020261562,732.9391628292432,1813.0171176071271,73.7960618064258,0.0,Evento 5
2014-01-15 08:58:42,53.57977904873195,250.1186647475697,38.519723304473374,1.5518031186351515,705.1867488981665,1818.6620617705019,75.2345932626075,0.0,Evento 5
2014-01-15 08:58:45,53.566238834657256,249.86025822888604,35.09710347408932,1.5517294388975917,688.3196358109828,1762.980783113795,76.06478731518314,0.0,Evento 5
